countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2011,3.803999996,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2012,3.735999966,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2013,3.667999935,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2014,3.599999905,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,3.670000076,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,3.952092528,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,4.23418498,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,4.516277432,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,4.798369884,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.997735023,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,5.197100163,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,5.197100163,
KHM,Cambodia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2023,5.197100163,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1990,0.409,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1991,0.415,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1992,0.42,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1993,0.426,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1994,0.434,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1995,0.436,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1996,0.449,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1997,0.455,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1998,0.462,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),1999,0.469,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2000,0.473,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2001,0.479,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2002,0.488,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2003,0.496,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2004,0.505,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2005,0.514,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2006,0.515,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2007,0.529,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2008,0.537,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2009,0.548,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.556,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2011,0.567,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2012,0.577,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2013,0.587,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2014,0.597,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.604,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.609,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.612,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.613,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.615,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.616,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.613,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.614,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2023,0.617,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1990,54.035,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1991,54.7,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1992,55.098,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1993,55.583,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1994,55.81,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1995,56.344,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1996,56.821,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1997,57.302,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1998,57.549,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1999,57.866,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2000,58.317,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2001,58.887,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2002,59.302,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2003,59.643,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2004,60.08,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2005,60.688,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2006,61.074,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2007,61.694,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2008,62.248,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2009,63.023,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,63.69,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2011,64.505,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2012,65.126,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2013,65.723,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2014,66.35,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,66.688,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,67.014,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,67.345,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,67.594,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,67.911,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,68.339,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,67.807,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,68.715,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2023,68.964,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1990,3.365593212,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1991,3.470155332,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1992,3.574717451,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1993,3.67927957,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1994,3.783841689,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1995,3.888403808,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1996,3.960290265,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1997,4.032176722,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1998,4.104063179,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1999,4.175949636,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2000,4.247836093,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2001,4.31972255,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2002,4.391609007,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2003,4.463495464,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2004,4.535381921,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2005,4.607268378,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2006,4.681333212,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2007,4.755398047,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2008,4.829462881,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2009,4.903527716,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,4.97759255,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2011,5.077797914,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2012,5.178003279,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2013,5.278208643,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2014,5.378414007,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,5.478619371,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,5.572289603,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,5.665959835,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,5.759630067,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,5.853300299,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.94697053,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,6.06024616,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,6.06024616,
LAO,Lao People's Democratic Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2023,6.06024616,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1990,0.347,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1991,0.354,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1992,0.368,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1993,0.374,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1994,0.381,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1995,0.385,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1996,0.391,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1997,0.396,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1998,0.399,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),1999,0.406,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2000,0.415,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2001,0.423,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2002,0.433,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2003,0.443,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2004,0.453,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2005,0.463,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2006,0.473,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2007,0.483,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2008,0.468,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2009,0.504,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.515,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2011,0.525,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2012,0.535,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2013,0.546,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2014,0.557,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.566,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.574,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.587,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.6,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.61,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.609,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.605,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.606,
MMR,Myanmar,HDI,Human Development Index,,hdi,Human Development Index (value),2023,0.609,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1990,57.159,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1991,57.395,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1992,57.681,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1993,58.032,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1994,58.326,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1995,58.671,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1996,59.169,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1997,59.523,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1998,59.896,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1999,60.107,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2000,60.357,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2001,60.64,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2002,60.925,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2003,61.196,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2004,61.443,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2005,61.72,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2006,62.026,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2007,62.367,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2008,56.364,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2009,63.095,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,63.479,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2011,63.859,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2012,64.251,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2013,64.617,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2014,64.994,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,65.288,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,65.64,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,65.909,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,66.232,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,66.457,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.612,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,65.553,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,66.506,
MMR,Myanmar,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2023,66.889,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1990,2.220867026,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1991,2.272047501,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1992,2.323227975,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1993,2.37440845,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1994,2.425588925,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1995,2.4767694,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1996,2.548056489,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1997,2.619343579,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1998,2.690630669,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1999,2.761917758,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2000,2.833204848,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2001,2.915459182,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2002,2.997713517,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2003,3.079967851,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2004,3.162222185,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2005,3.24447652,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2006,3.343181721,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2007,3.441886922,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2008,3.540592123,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2009,3.639297324,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,3.738002525,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2011,3.937240802,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2012,4.136479078,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2013,4.335717355,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2014,4.534955631,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,4.734193908,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,4.849349976,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,5.359566689,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,5.869783401,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,6.380000114,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.380000114,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,6.380000114,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,6.380000114,
MMR,Myanmar,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2023,6.380000114,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1990,0.653,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1991,0.661,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1992,0.67,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1993,0.677,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1994,0.684,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1995,0.691,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1996,0.701,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1997,0.713,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1998,0.718,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),1999,0.723,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2000,0.733,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2001,0.731,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2002,0.732,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2003,0.737,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2004,0.739,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2005,0.736,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2006,0.742,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2007,0.754,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2008,0.765,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2009,0.773,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.779,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2011,0.782,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2012,0.787,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2013,0.791,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2014,0.795,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.8,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.805,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.807,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.809,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.812,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.81,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.802,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.81,
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2023,0.819,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1990,70.952,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1991,71.219,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1992,71.483,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1993,71.721,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1994,71.865,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1995,71.979,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1996,72.119,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1997,72.296,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1998,72.385,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),1999,72.428,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2000,72.732,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2001,73.08,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2002,73.469,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2003,73.727,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2004,74.027,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2005,74.37,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2006,74.697,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2007,74.961,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2008,75.151,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2009,75.269,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,75.376,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2011,75.488,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2012,75.552,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2013,75.464,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2014,75.345,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,75.288,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,75.371,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,75.542,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,75.734,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,75.9,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.057,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,73.917,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,75.444,
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2023,76.657,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1990,6.147382829,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1991,6.341312517,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1992,6.535242205,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1993,6.729171893,
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),1994,6.923101581,
