Country_Code,Country_Name,Year,HDI_Value,Life_Expectancy,Education_Years,FDI_Net_Inflows,GDP_Per_Capita,FDI_to_HDI_Ratio,HDI_Level
SGP,Singapore,2001,0.885,78.267,9.634000397,17006818857.2728,21699.7414868907,19216744471.49469,Very High
SGP,Singapore,2002,0.891,78.736,9.793000412,6157194143.82424,22159.8373710639,6910431137.849876,Very High
SGP,Singapore,2003,0.897,79.178,9.952000427,17051420152.8733,23730.3840054566,19009387015.46633,Very High
SGP,Singapore,2004,0.905,79.658,10.11100044,24390254965.552,27608.080013423,26950557972.985638,Very High
SGP,Singapore,2005,0.911,80.271,10.27000046,19316058814.0753,29961.3172812732,21203138105.46136,Very High
SGP,Singapore,2006,0.911,80.64,10.10999966,39129332046.6561,33768.4528234651,42952065912.90461,Very High
SGP,Singapore,2007,0.914,80.885,10.21000004,47337947782.775,39432.8860198877,51792065407.85011,Very High
SGP,Singapore,2008,0.924,81.099,10.48999977,13598298537.0175,40008.5720489092,14716773308.460497,Very High
SGP,Singapore,2009,0.928,81.428,10.5,23436064059.7505,38926.8054365453,25254379374.73114,Very High
SGP,Singapore,2010,0.932,81.647,10.93999958,55322434161.8742,47236.683084953,59358834937.633255,Very High
SGP,Singapore,2011,0.933,81.942,11.0,49155657316.2946,53891.4570264372,52685591978.87952,Very High
SGP,Singapore,2012,0.933,82.209,11.02000046,55310807547.7034,55547.5553077786,59282751926.79893,Very High
SGP,Singapore,2013,0.934,82.468,11.14999962,64389514904.4993,56967.4257940383,68939523452.3547,Very High
SGP,Singapore,2014,0.934,82.615,11.22000027,68698472830.5907,57564.8023114977,73552968769.36905,Very High
SGP,Singapore,2015,0.935,82.748,11.36999989,69774553124.9431,55645.6068614606,74625190507.96053,Very High
SGP,Singapore,2016,0.934,82.897,11.38000011,65133174223.0874,57005.5887176547,69735732572.89871,Very High
SGP,Singapore,2017,0.935,83.095,11.34000015,101969983887.611,61236.251270627,109058806296.91014,Very High
SGP,Singapore,2018,0.939,83.378,11.56000042,83413645041.1153,66881.6067035265,88832422833.9886,Very High
SGP,Singapore,2019,0.942,83.662,11.68000031,106572526405.17,65952.0378959293,113134316778.3121,Very High
SGP,Singapore,2020,0.944,83.661,11.76000023,79753262990.0522,61410.0792630788,84484388760.64853,Very High
SGP,Singapore,2021,0.948,83.485,12.07999992,145404929970.599,80056.1288247844,153380727817.08755,Very High
SGP,Singapore,2022,0.942,82.921,11.98999977,149723718568.665,90299.0694637269,158942376399.85672,Very High
SGP,Singapore,2023,0.946,83.736,11.98999977,132496437703.249,85412.230345235,140059659305.76004,Very High
THA,Thailand,1990,0.584,68.924,4.5103041,2443549743.009,1559.11209344755,4184160518.851028,Medium
THA,Thailand,1991,0.593,69.132,4.628066609,2013985971.10096,1765.62267359529,3396266393.087622,Medium
THA,Thailand,1992,0.603,69.353,4.745829119,2113021867.31996,1971.60879910694,3504182201.193964,Medium
THA,Thailand,1993,0.612,69.568,4.863591628,1804040984.75618,2245.13688708983,2947779386.8565035,Medium
THA,Thailand,1994,0.62,69.661,4.981354137,1366440824.95193,2517.70732641683,2203936814.4385967,Medium
THA,Thailand,1995,0.628,69.757,5.099116646,2067936429.29444,2864.36515719866,3292892403.3350954,Medium
THA,Thailand,1996,0.634,69.94,5.212168655,2335837474.93165,3054.65690806473,3684286238.06254,Medium
THA,Thailand,1997,0.639,70.362,5.325220664,3894755071.04503,2473.14096982086,6095078358.442926,Medium
THA,Thailand,1998,0.642,70.703,5.438272672,7314804931.33013,1847.70379269771,11393777151.604565,Medium
THA,Thailand,1999,0.65,70.979,5.551324681,6102677671.18095,2033.24490520569,9388734878.739923,Medium
THA,Thailand,2000,0.657,71.205,5.66437669,3365987582.58309,2005.97694514234,5123268771.054931,Medium
THA,Thailand,2001,0.667,71.52,6.04828247,5067170388.09022,1889.93432467144,7596957103.583538,Medium
THA,Thailand,2002,0.678,71.775,6.43218825,3341612007.23692,2089.75183111554,4928631279.110501,Medium
THA,Thailand,2003,0.69,72.101,6.816094029,5232270340.1941,2347.54001286066,7583000493.034928,Medium
THA,Thailand,2004,0.699,72.1,7.199999809,5860255942.60102,2641.56268717857,8383771019.457826,Medium
THA,Thailand,2005,0.707,72.894,7.0849998,8215637195.30001,2867.70383436062,11620420361.103268,High
THA,Thailand,2006,0.71,73.341,6.96999979,8917470351.2,3331.32043511773,12559817396.05634,High
THA,Thailand,2007,0.721,73.779,7.129999876,8633903440.6,3918.52817434581,11974900749.791956,High
THA,Thailand,2008,0.723,74.221,7.289999962,8561557724.60001,4309.13509292986,11841711928.907345,High
THA,Thailand,2009,0.725,74.669,7.450000048,6411458544.60001,4135.43986952819,8843391096.000013,High
THA,Thailand,2010,0.742,75.012,7.610000134,14746672919.5999,4973.86288823778,19874222263.611725,High
THA,Thailand,2011,0.747,75.302,7.710000038,2473685995.7,5373.6232832898,3311493970.1472554,High
THA,Thailand,2012,0.75,75.59,7.809999943,12899036062.7558,5725.52802835463,17198714750.34107,High
THA,Thailand,2013,0.752,75.96,7.909999847,15935960664.8073,6018.08244729255,21191437054.265022,High
THA,Thailand,2014,0.784,76.279,8.046666463,4975455660.4459,5801.1978916205,6346244464.854464,High
THA,Thailand,2015,0.788,76.563,8.183333079,8927579182.16216,5688.85335397884,11329415205.789543,High
THA,Thailand,2016,0.792,76.769,8.319999695,3486184390.30069,5833.57715617098,4401747967.551376,High
THA,Thailand,2017,0.794,76.989,8.34499979,8285169819.69135,6413.09182530343,10434722694.825377,High
THA,Thailand,2018,0.796,77.19,8.369999886,13747219811.1792,7099.77650081458,17270376647.21005,High
THA,Thailand,2019,0.8,77.197,8.699999809,5534140214.60468,7605.69657797759,6917675268.25585,Very High
THA,Thailand,2020,0.798,77.331,8.813333193,-4293910676.95961,6985.64393892574,-5380840447.317806,High
THA,Thailand,2021,0.8,77.606,8.926666578,15389597696.242,7057.20754802279,19236997120.302498,Very High
THA,Thailand,2022,0.792,75.291,9.039999962,11854822037.8762,6909.35281815827,14968209643.78308,High
THA,Thailand,2023,0.798,76.412,9.039999962,6516045720.14977,7195.10130919449,8165470827.25535,High
VNM,Viet Nam,1990,0.499,69.027,4.098730664,180000000.0,98.7983370311401,360721442.8857716,Low
VNM,Viet Nam,1991,0.509,69.303,4.236048544,375190280.0,143.715270231936,737112534.3811395,Low
VNM,Viet Nam,1992,0.521,69.62,4.373366424,473945860.0,144.549392371677,909684952.0153552,Low
VNM,Viet Nam,1993,0.531,69.957,4.510684304,926303710.0,189.418573584332,1744451431.2617702,Low
VNM,Viet Nam,1994,0.543,70.379,4.648002184,1944515940.0,229.857787265757,3581060662.983425,Low
VNM,Viet Nam,1995,0.556,70.871,4.785320064,1780400000.0,287.802661028593,3202158273.3812947,Medium
VNM,Viet Nam,1996,0.567,71.296,4.955927127,2395000000.0,337.051231790277,4223985890.652558,Medium
VNM,Viet Nam,1997,0.578,71.67,5.12653419,2220000000.0,361.643884085566,3840830449.82699,Medium
VNM,Viet Nam,1998,0.588,72.283,5.297141254,1671000000.0,361.350928411167,2841836734.6938777,Medium
VNM,Viet Nam,1999,0.596,72.575,5.467748317,1412000000.0,375.994455900496,2369127516.7785234,Medium
VNM,Viet Nam,2000,0.604,72.746,5.63835538,1298000000.0,404.029784055118,2149006622.5165563,Medium
VNM,Viet Nam,2001,0.612,72.984,5.850573922,1300000000.0,419.205677580901,2124183006.535948,Medium
VNM,Viet Nam,2002,0.621,73.138,6.062792464,1400000000.0,445.132861817313,2254428341.384863,Medium
VNM,Viet Nam,2003,0.63,73.236,6.275011006,1450000000.0,497.117089249256,2301587301.5873017,Medium
VNM,Viet Nam,2004,0.638,73.062,6.487229548,1610000000.0,565.452284586212,2523510971.786834,Medium
VNM,Viet Nam,2005,0.647,73.198,6.69944809,1954000000.0,710.746759994861,3020092735.7032456,Medium
VNM,Viet Nam,2006,0.656,73.293,6.909586058,2400000000.0,807.756645117054,3658536585.365853,Medium
VNM,Viet Nam,2007,0.664,73.385,7.119724026,6700000000.0,925.640338348717,10090361445.783133,Medium
VNM,Viet Nam,2008,0.672,73.455,7.329861994,9579000000.0,1163.83195772873,14254464285.714285,Medium
VNM,Viet Nam,2009,0.679,73.525,7.539999962,7600000000.0,1226.16976051536,11192930780.559649,Medium
VNM,Viet Nam,2010,0.686,73.611,7.629999924,8000000000.0,1683.16182443979,11661807580.174929,Medium
VNM,Viet Nam,2011,0.693,73.713,7.719999886,7430000000.0,1950.92504174913,10721500721.500725,Medium
VNM,Viet Nam,2012,0.698,73.762,7.809999847,8368000000.0,2185.11767654291,11988538681.948423,Medium
VNM,Viet Nam,2013,0.704,73.821,7.899999809,8900000000.0,2359.51736472828,12642045454.545456,High
VNM,Viet Nam,2014,0.711,73.886,7.989999771,9200000000.0,2546.38464459903,12939521800.281294,High
VNM,Viet Nam,2015,0.717,73.955,8.079999733,11800000000.0,2577.56885340113,16457461645.746164,High
VNM,Viet Nam,2016,0.723,73.984,8.169999695,12600000000.0,2735.0604380416,17427385892.116184,High
VNM,Viet Nam,2017,0.729,74.026,8.259999657,14100000000.0,2956.10992127753,19341563786.008232,High
VNM,Viet Nam,2018,0.737,74.1,8.349999619,15500000000.0,3222.31003125366,21031207598.371777,High
VNM,Viet Nam,2019,0.744,74.211,8.43999958,16120000000.0,3440.90025375434,21666666666.666668,High
VNM,Viet Nam,2020,0.755,75.383,8.619999568,15800000000.0,3534.03953482647,20927152317.880795,High
VNM,Viet Nam,2021,0.754,74.145,8.799999555,15660000000.0,3704.1935590038,20769230769.23077,High
VNM,Viet Nam,2022,0.764,74.502,8.979999542,17900000000.0,4147.69777213621,23429319371.72775,High
VNM,Viet Nam,2023,0.766,74.588,8.979999542,18500000000.0,4323.35031982451,24151436031.331596,High
